text_features,amount,mcc,hour,category_id
Копійка,-28.87,5912,14,12
Копійка,-989.2,5912,14,12
Копійка,-679.18,5912,14,12
Копійка,-1478.51,5912,14,12
IQ Pizza,-1455.68,5812,14,2
IQ Pizza,-1124.6,5812,14,2
IQ Pizza,-953.61,5812,14,2
IQ Pizza,-1233.28,5812,14,2
IQ Pizza,-520.8,5812,14,2
АРСЕН,-1645.76,5499,13,1
АРСЕН,-1416.57,5499,13,1
АРСЕН,-1647.81,5499,13,1
АРСЕН,-663.88,5499,13,1
АРСЕН,-1749.77,5499,13,1
APTEKA 47,-109.01,5912,18,12
APTEKA 47,-448.36,5912,18,12
APTEKA 47,-1723.03,5912,18,12
APTEKA 47,-648.06,5912,18,12
APTEKA 47,-380.35,5912,18,12
TOR-BA,-1147.97,5411,13,1
TOR-BA,-1125.95,5411,13,1
TOR-BA,-455.35,5411,13,1
TOR-BA,-136.72,5411,13,1
TOR-BA,-1124.5,5411,13,1
Скасування. SAMSUNG ELECTRONIC,-1956.62,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-1147.41,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-327.02,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-601.26,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-1630.67,5734,2,4
EVA,-1591.06,5977,17,13
EVA,-248.86,5977,17,13
EVA,-406.98,5977,17,13
EVA,-1506.16,5977,17,13
EVA,-1055.54,5977,17,13
АРСЕН,-1585.48,5499,16,1
АРСЕН,-174.3,5499,16,1
АРСЕН,-1031.98,5499,16,1
АРСЕН,-1973.23,5499,16,1
АРСЕН,-609.51,5499,16,1
Portmone,-1289.87,5999,16,0
Portmone,-837.16,5999,16,0
Portmone,-1104.87,5999,16,0
Portmone,-704.98,5999,16,0
Portmone,-1276.29,5999,16,0
Від: Matvieieva Anastasiia,-1635.79,6012,15,9
Від: Matvieieva Anastasiia,-153.93,6012,15,9
Від: Matvieieva Anastasiia,-1259.94,6012,15,9
Від: Matvieieva Anastasiia,-1262.1,6012,15,9
Від: Matvieieva Anastasiia,-1413.19,6012,15,9
Аврора,-590.91,5310,19,0
Аврора,-1670.93,5310,19,0
Аврора,-1671.95,5310,19,0
Аврора,-1765.98,5310,19,0
Аврора,-35.21,5310,19,0
THRASH,-1892.11,5411,19,1
THRASH,-698.22,5411,19,1
THRASH,-833.42,5411,19,1
THRASH,-831.69,5411,19,1
THRASH,-267.0,5411,19,1
ГУДПС у Львівській області/71040000,-963.22,4829,15,8
ГУДПС у Львівській області/71040000,-1245.66,4829,15,8
ГУДПС у Львівській області/71040000,-570.59,4829,15,8
ГУДПС у Львівській області/71040000,-189.37,4829,15,8
ГУДПС у Львівській області/71040000,-468.17,4829,15,8
Від: Оксана Котик | Переказ дочці,-1855.13,4829,15,8
Від: Оксана Котик | Переказ дочці,-1712.07,4829,15,8
Від: Оксана Котик | Переказ дочці,-949.69,4829,15,8
Від: Оксана Котик | Переказ дочці,-1955.12,4829,15,8
Від: Оксана Котик | Переказ дочці,-1901.3,4829,15,8
АТБ,-368.21,5499,11,1
АТБ,-1300.15,5499,11,1
АТБ,-168.76,5499,11,1
АТБ,-362.16,5499,11,1
АТБ,-1517.02,5499,11,1
Portmone,-1706.09,7399,16,8
Portmone,-366.31,7399,16,8
Portmone,-1333.04,7399,16,8
Portmone,-1406.57,7399,16,8
Portmone,-1836.75,7399,16,8
Скасування. Portmone,-1312.37,5999,16,0
Скасування. Portmone,-1542.3,5999,16,0
Скасування. Portmone,-1292.17,5999,16,0
Скасування. Portmone,-98.25,5999,16,0
Скасування. Portmone,-1823.28,5999,16,0
Rozetka,-118.05,5399,16,16
Rozetka,-121.68,5399,16,16
Rozetka,-1518.37,5399,16,16
Rozetka,-1130.71,5399,16,16
Rozetka,-735.4,5399,16,16
Kokhman O. A.,-1966.53,5661,14,7
Kokhman O. A.,-285.33,5661,14,7
Kokhman O. A.,-1793.86,5661,14,7
Kokhman O. A.,-271.71,5661,14,7
Kokhman O. A.,-1018.96,5661,14,7
Від: Оксана Котик | Переказ дочці,-1009.12,4829,13,8
Від: Оксана Котик | Переказ дочці,-1088.67,4829,13,8
Від: Оксана Котик | Переказ дочці,-1123.42,4829,13,8
Від: Оксана Котик | Переказ дочці,-1523.45,4829,13,8
Від: Оксана Котик | Переказ дочці,-453.87,4829,13,8
EasyPay,-1736.08,4131,9,8
EasyPay,-36.8,4131,9,8
EasyPay,-1566.05,4131,9,8
EasyPay,-441.07,4131,9,8
EasyPay,-112.22,4131,9,8
Термінал mono,-395.21,4829,9,8
Термінал mono,-695.82,4829,9,8
Термінал mono,-1637.55,4829,9,8
Термінал mono,-785.35,4829,9,8
Термінал mono,-564.68,4829,9,8
Виведення кешбеку 239.57₴,-962.66,4829,15,8
Виведення кешбеку 239.57₴,-1100.02,4829,15,8
Виведення кешбеку 239.57₴,-428.66,4829,15,8
Виведення кешбеку 239.57₴,-1610.51,4829,15,8
Виведення кешбеку 239.57₴,-830.26,4829,15,8
Дія,-1982.48,9399,12,14
Дія,-373.19,9399,12,14
Дія,-1162.78,9399,12,14
Дія,-388.2,9399,12,14
Дія,-481.37,9399,12,14
"Київстар
+380981099379,-1.0,4814,14,11",-629.29,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1082.35,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1714.96,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-813.47,0,0,0
"Київстар
+380981099379,-1.0,4814,14,11",-1971.2,0,0,0
Київстар,-1127.66,4814,19,11
Київстар,-255.61,4814,19,11
Київстар,-176.03,4814,19,11
Київстар,-1090.42,4814,19,11
Київстар,-1928.57,4814,19,11
Виплата кешбеку від держави,-771.9,4829,5,8
Виплата кешбеку від держави,-41.91,4829,5,8
Виплата кешбеку від держави,-227.69,4829,5,8
Виплата кешбеку від держави,-1010.45,4829,5,8
Виплата кешбеку від держави,-855.14,4829,5,8
"Київстар
+380981099379,-30.0,4814,13,11",-729.61,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-982.9,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1270.28,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1588.89,0,0,0
"Київстар
+380981099379,-30.0,4814,13,11",-1997.02,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1126.19,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1214.22,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1280.22,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-1091.62,0,0,0
"Київстар
+380981099379,-5.0,4814,10,11",-223.08,0,0,0
Виплата кешбеку від держави,-441.19,4829,1,8
Виплата кешбеку від держави,-1759.01,4829,1,8
Виплата кешбеку від держави,-1303.01,4829,1,8
Виплата кешбеку від держави,-1325.12,4829,1,8
Виплата кешбеку від держави,-1404.78,4829,1,8
"Київстар
+380981099379,-10.0,4814,13,11",-1205.77,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-580.76,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-882.29,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-1641.14,0,0,0
"Київстар
+380981099379,-10.0,4814,13,11",-530.44,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1943.2,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1646.09,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1520.08,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-1752.34,0,0,0
"Київстар
+380981099379,-20.0,4814,13,11",-234.83,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-717.69,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1931.0,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-645.5,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-107.29,0,0,0
"Київстар
+380981099379,-9.45,4814,14,11",-1120.11,0,0,0
Виплата кешбеку від держави,-1159.31,4829,4,8
Виплата кешбеку від держави,-573.51,4829,4,8
Виплата кешбеку від держави,-971.5,4829,4,8
Виплата кешбеку від держави,-1933.93,4829,4,8
Виплата кешбеку від держави,-1604.88,4829,4,8
"Vodafone
+380669517034,-10.0,4814,13,11",-80.31,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1723.0,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1218.44,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-1306.84,0,0,0
"Vodafone
+380669517034,-10.0,4814,13,11",-804.49,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-662.77,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-904.72,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-225.38,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-246.32,0,0,0
"Київстар
+380981099379,-30.0,4814,14,11",-545.84,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-58.55,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-141.22,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-727.46,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-1935.86,0,0,0
"Київстар
+380981099379,-30.0,4814,3,11",-331.81,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-513.14,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1514.08,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-401.83,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-506.92,0,0,0
"Київстар
+380981099379,-5.0,4814,19,11",-1141.31,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-680.85,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-27.92,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-257.36,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-1076.22,0,0,0
"Vodafone
+380669517034,-5.0,4814,14,11",-905.91,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1236.27,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-384.59,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1094.95,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-1930.53,0,0,0
"Київстар
+380981099379,-17.0,4814,13,11",-296.56,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1823.82,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-1181.31,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-305.08,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-523.19,0,0,0
"Київстар
+380981099379,-5.0,4814,13,11",-775.43,0,0,0
Виплата кешбеку від держави,-268.48,4829,3,8
Виплата кешбеку від держави,-1393.27,4829,3,8
Виплата кешбеку від держави,-454.56,4829,3,8
Виплата кешбеку від держави,-1934.53,4829,3,8
Виплата кешбеку від держави,-1188.16,4829,3,8
"Київстар
+380981099379,-10.0,4814,15,11",-899.2,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-844.26,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-865.04,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-1714.06,0,0,0
"Київстар
+380981099379,-10.0,4814,15,11",-63.49,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-336.52,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-853.38,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-376.0,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-1580.98,0,0,0
"Київстар
+380981099379,-30.0,4814,9,11",-815.64,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1083.54,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1188.51,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1740.29,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-206.28,0,0,0
"Київстар
+380981099379,-30.0,4814,19,11",-1045.17,0,0,0
Виплата кешбеку від держави,-1758.46,4829,6,8
Виплата кешбеку від держави,-1372.96,4829,6,8
Виплата кешбеку від держави,-887.49,4829,6,8
Виплата кешбеку від держави,-1739.39,4829,6,8
Виплата кешбеку від держави,-716.57,4829,6,8
"Vodafone
+380669517034,-12.0,4814,15,11",-24.95,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1992.73,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-1255.37,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-286.29,0,0,0
"Vodafone
+380669517034,-12.0,4814,15,11",-104.49,0,0,0
McDonald’s,-1936.17,5814,14,2
McDonald’s,-1221.65,5814,14,2
McDonald’s,-1879.47,5814,14,2
McDonald’s,-575.65,5814,14,2
McDonald’s,-1944.18,5814,14,2
Виплата кешбеку від держави,-1464.48,4829,7,8
Виплата кешбеку від держави,-1903.41,4829,7,8
Виплата кешбеку від держави,-1982.83,4829,7,8
Виплата кешбеку від держави,-113.95,4829,7,8
Виплата кешбеку від держави,-555.33,4829,7,8
"Київстар
+380981099379,-100.0,4814,12,11",-1645.49,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-588.37,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-898.27,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-360.57,0,0,0
"Київстар
+380981099379,-100.0,4814,12,11",-1557.95,0,0,0
Оплата послуг ДІЯ,-1841.77,9399,10,14
Оплата послуг ДІЯ,-669.71,9399,10,14
Оплата послуг ДІЯ,-795.24,9399,10,14
Оплата послуг ДІЯ,-463.35,9399,10,14
Оплата послуг ДІЯ,-88.48,9399,10,14
Сплата Єдиного Податку ФОП,-178.64,9399,12,14
Сплата Єдиного Податку ФОП,-1508.96,9399,12,14
Сплата Єдиного Податку ФОП,-175.21,9399,12,14
Сплата Єдиного Податку ФОП,-680.23,9399,12,14
Сплата Єдиного Податку ФОП,-797.83,9399,12,14
Військовий збір,-1323.05,9399,11,14
Військовий збір,-618.24,9399,11,14
Військовий збір,-1700.17,9399,11,14
Військовий збір,-1884.97,9399,11,14
Військовий збір,-1838.67,9399,11,14
Податок на нерухомість,-961.97,71040000,15,14
Податок на нерухомість,-1077.22,71040000,15,14
Податок на нерухомість,-258.79,71040000,15,14
Податок на нерухомість,-1209.5,71040000,15,14
Податок на нерухомість,-920.63,71040000,15,14
BOLT,-156.32,4111,18,10
BOLT,-264.61,4111,18,10
BOLT,-791.14,4111,18,10
BOLT,-1449.29,4111,18,10
BOLT,-1790.23,4111,18,10
UBER TRIP,-1898.1,4111,9,10
UBER TRIP,-187.29,4111,9,10
UBER TRIP,-462.29,4111,9,10
UBER TRIP,-779.89,4111,9,10
UBER TRIP,-139.06,4111,9,10
Оплата паркування,-605.54,4111,13,10
Оплата паркування,-1093.37,4111,13,10
Оплата паркування,-176.08,4111,13,10
Оплата паркування,-964.51,4111,13,10
Оплата паркування,-1655.22,4111,13,10
Rozetka.ua,-457.47,5722,20,3
Rozetka.ua,-1767.54,5722,20,3
Rozetka.ua,-1340.7,5722,20,3
Rozetka.ua,-880.86,5722,20,3
Rozetka.ua,-1405.23,5722,20,3
Aliexpress,-1417.95,5722,22,3
Aliexpress,-335.6,5722,22,3
Aliexpress,-744.37,5722,22,3
Aliexpress,-1404.56,5722,22,3
Aliexpress,-896.27,5722,22,3
Оплата на Prom.ua,-1717.15,5722,14,3
Оплата на Prom.ua,-750.99,5722,14,3
Оплата на Prom.ua,-1229.8,5722,14,3
Оплата на Prom.ua,-1750.51,5722,14,3
Оплата на Prom.ua,-87.23,5722,14,3
MOYO,-449.27,5734,16,4
MOYO,-1917.92,5734,16,4
MOYO,-66.33,5734,16,4
MOYO,-506.3,5734,16,4
MOYO,-1567.71,5734,16,4
Comfy,-72.07,5734,17,4
Comfy,-1221.13,5734,17,4
Comfy,-1233.72,5734,17,4
Comfy,-122.69,5734,17,4
Comfy,-576.28,5734,17,4
Фокстрот,-1661.69,5734,18,4
Фокстрот,-1927.53,5734,18,4
Фокстрот,-760.73,5734,18,4
Фокстрот,-665.43,5734,18,4
Фокстрот,-655.98,5734,18,4
Цукерня,-427.51,5441,19,15
Цукерня,-1527.97,5441,19,15
Цукерня,-1475.44,5441,19,15
Цукерня,-581.95,5441,19,15
Цукерня,-1765.24,5441,19,15
Львівська майстерня шоколаду,-1040.64,5441,17,15
Львівська майстерня шоколаду,-1479.64,5441,17,15
Львівська майстерня шоколаду,-1386.71,5441,17,15
Львівська майстерня шоколаду,-901.48,5441,17,15
Львівська майстерня шоколаду,-752.16,5441,17,15
Аптека Подорожник,-289.9,5912,13,12
Аптека Подорожник,-1018.91,5912,13,12
Аптека Подорожник,-511.77,5912,13,12
Аптека Подорожник,-1115.91,5912,13,12
Аптека Подорожник,-1432.79,5912,13,12
Watsons,-823.72,5977,16,13
Watsons,-1845.59,5977,16,13
Watsons,-1738.85,5977,16,13
Watsons,-121.71,5977,16,13
Watsons,-1123.64,5977,16,13
iHerb,-864.96,5995,21,12
iHerb,-1443.46,5995,21,12
iHerb,-318.73,5995,21,12
iHerb,-415.22,5995,21,12
iHerb,-1274.85,5995,21,12
Червоний маркет,-1498.01,5399,14,16
Червоний маркет,-1665.61,5399,14,16
Червоний маркет,-1141.17,5399,14,16
Червоний маркет,-480.77,5399,14,16
Червоний маркет,-1381.64,5399,14,16
Все від 1 гривні,-1719.42,5399,15,16
Все від 1 гривні,-1950.55,5399,15,16
Все від 1 гривні,-695.25,5399,15,16
Все від 1 гривні,-277.58,5399,15,16
Все від 1 гривні,-1086.74,5399,15,16
Popovnennya rahunku Kyivstar,-1006.98,4814,9,11
Popovnennya rahunku Kyivstar,-989.16,4814,9,11
Popovnennya rahunku Kyivstar,-1757.95,4814,9,11
Popovnennya rahunku Kyivstar,-1344.75,4814,9,11
Popovnennya rahunku Kyivstar,-564.22,4814,9,11
Oplata poslug zv'yazku (Vodafone),-1939.23,4814,13,11
Oplata poslug zv'yazku (Vodafone),-1825.36,4814,13,11
Oplata poslug zv'yazku (Vodafone),-974.25,4814,13,11
Oplata poslug zv'yazku (Vodafone),-493.75,4814,13,11
Oplata poslug zv'yazku (Vodafone),-1039.94,4814,13,11
Pryvat24. Popovnennya Lifecell,-639.25,4814,20,11
Pryvat24. Popovnennya Lifecell,-951.1,4814,20,11
Pryvat24. Popovnennya Lifecell,-1205.93,4814,20,11
Pryvat24. Popovnennya Lifecell,-1104.18,4814,20,11
Pryvat24. Popovnennya Lifecell,-1824.99,4814,20,11
Perekaz na rahunok Vodafone,-1780.9,4814,15,11
Perekaz na rahunok Vodafone,-1248.5,4814,15,11
Perekaz na rahunok Vodafone,-33.87,4814,15,11
Perekaz na rahunok Vodafone,-1224.64,4814,15,11
Perekaz na rahunok Vodafone,-1597.35,4814,15,11
Oplata proyizdu (metro),-308.9,4111,8,10
Oplata proyizdu (metro),-1612.95,4111,8,10
Oplata proyizdu (metro),-1309.19,4111,8,10
Oplata proyizdu (metro),-1004.22,4111,8,10
Oplata proyizdu (metro),-471.04,4111,8,10
Parkuvannya Lvivavtodor,-1695.91,4111,12,10
Parkuvannya Lvivavtodor,-1467.37,4111,12,10
Parkuvannya Lvivavtodor,-514.2,4111,12,10
Parkuvannya Lvivavtodor,-1885.21,4111,12,10
Parkuvannya Lvivavtodor,-871.73,4111,12,10
Popovnennya Leokart,-1969.0,4111,17,10
Popovnennya Leokart,-645.91,4111,17,10
Popovnennya Leokart,-1052.45,4111,17,10
Popovnennya Leokart,-193.3,4111,17,10
Popovnennya Leokart,-834.24,4111,17,10
Avtostoyanka (oplata),-1955.75,4111,10,10
Avtostoyanka (oplata),-974.03,4111,10,10
Avtostoyanka (oplata),-548.68,4111,10,10
Avtostoyanka (oplata),-1348.17,4111,10,10
Avtostoyanka (oplata),-1997.89,4111,10,10
Lviv Croissants,-339.07,5441,14,15
Lviv Croissants,-1819.76,5441,14,15
Lviv Croissants,-294.24,5441,14,15
Lviv Croissants,-1002.21,5441,14,15
Lviv Croissants,-1777.9,5441,14,15
Pekarnya Lvivski Kruasany,-1484.14,5441,11,15
Pekarnya Lvivski Kruasany,-593.34,5441,11,15
Pekarnya Lvivski Kruasany,-1224.67,5441,11,15
Pekarnya Lvivski Kruasany,-623.8,5441,11,15
Pekarnya Lvivski Kruasany,-1982.69,5441,11,15
Cukor,-1660.67,5441,18,15
Cukor,-1015.23,5441,18,15
Cukor,-1583.38,5441,18,15
Cukor,-613.48,5441,18,15
Cukor,-463.65,5441,18,15
Kondyterska Veronika,-1115.95,5441,16,15
Kondyterska Veronika,-1861.78,5441,16,15
Kondyterska Veronika,-1340.08,5441,16,15
Kondyterska Veronika,-848.75,5441,16,15
Kondyterska Veronika,-176.78,5441,16,15
LC WAIKIKI,-1320.76,5651,15,7
LC WAIKIKI,-1523.51,5651,15,7
LC WAIKIKI,-1459.99,5651,15,7
LC WAIKIKI,-1407.0,5651,15,7
LC WAIKIKI,-1888.53,5651,15,7
INTERTOP,-1930.46,5661,19,7
INTERTOP,-435.24,5661,19,7
INTERTOP,-1732.89,5661,19,7
INTERTOP,-1655.17,5661,19,7
INTERTOP,-291.71,5661,19,7
Reserved,-1320.46,5651,16,7
Reserved,-709.28,5651,16,7
Reserved,-668.55,5651,16,7
Reserved,-1342.31,5651,16,7
Reserved,-1366.54,5651,16,7
SIN SAY,-1197.73,5651,14,7
SIN SAY,-610.13,5651,14,7
SIN SAY,-1033.68,5651,14,7
SIN SAY,-553.25,5651,14,7
SIN SAY,-1285.77,5651,14,7
Cropp,-1750.86,5651,18,7
Cropp,-606.4,5651,18,7
Cropp,-1487.63,5651,18,7
Cropp,-863.36,5651,18,7
Cropp,-1572.45,5651,18,7
Answear.ua,-79.13,5651,21,7
Answear.ua,-1158.45,5651,21,7
Answear.ua,-1195.63,5651,21,7
Answear.ua,-1202.3,5651,21,7
Answear.ua,-1248.18,5651,21,7
Kasta.ua,-80.94,5651,12,7
Kasta.ua,-509.49,5651,12,7
Kasta.ua,-275.59,5651,12,7
Kasta.ua,-1010.9,5651,12,7
Kasta.ua,-747.84,5651,12,7
АТБ,-1211.19,5499,17,1
АТБ,-266.81,5499,17,1
АТБ,-1950.29,5499,17,1
АТБ,-707.75,5499,17,1
АТБ,-1421.76,5499,17,1
АТБ,-1190.68,5499,17,1
АТБ,-1549.01,5499,17,1
АТБ,-576.63,5499,17,1
Рукавичка,-1321.22,5411,14,1
Рукавичка,-1890.54,5411,14,1
Рукавичка,-123.0,5411,14,1
Рукавичка,-209.67,5411,14,1
Рукавичка,-321.7,5411,14,1
Рукавичка,-720.55,5411,14,1
Рукавичка,-1338.94,5411,14,1
Рукавичка,-646.11,5411,14,1
АТБ,-1890.62,5499,19,1
АТБ,-71.67,5499,19,1
АТБ,-786.29,5499,19,1
АТБ,-238.47,5499,19,1
АТБ,-1156.74,5499,19,1
АТБ,-601.55,5499,19,1
АТБ,-481.71,5499,19,1
АТБ,-1186.45,5499,19,1
Скасування. АТБ,-280.38,5411,19,1
Скасування. АТБ,-1932.26,5411,19,1
Скасування. АТБ,-720.94,5411,19,1
Скасування. АТБ,-1442.46,5411,19,1
Скасування. АТБ,-1654.49,5411,19,1
Скасування. АТБ,-1236.93,5411,19,1
Скасування. АТБ,-451.72,5411,19,1
Скасування. АТБ,-1299.28,5411,19,1
АТБ,-881.43,5411,19,1
АТБ,-1264.27,5411,19,1
АТБ,-36.51,5411,19,1
АТБ,-1341.74,5411,19,1
АТБ,-250.73,5411,19,1
АТБ,-714.07,5411,19,1
АТБ,-1663.65,5411,19,1
АТБ,-774.21,5411,19,1
THRASH,-1230.5,5411,18,1
THRASH,-28.15,5411,18,1
THRASH,-566.03,5411,18,1
THRASH,-585.35,5411,18,1
THRASH,-224.88,5411,18,1
THRASH,-1055.84,5411,18,1
THRASH,-1833.21,5411,18,1
THRASH,-828.63,5411,18,1
545708****0522,-1810.3,4829,17,8
545708****0522,-376.06,4829,17,8
545708****0522,-1099.16,4829,17,8
545708****0522,-1792.27,4829,17,8
545708****0522,-264.29,4829,17,8
545708****0522,-1419.63,4829,17,8
545708****0522,-1776.74,4829,17,8
545708****0522,-1805.98,4829,17,8
Близенько,-354.89,5499,14,1
Близенько,-152.72,5499,14,1
Близенько,-77.6,5499,14,1
Близенько,-1379.14,5499,14,1
Близенько,-242.39,5499,14,1
Близенько,-1963.9,5499,14,1
Близенько,-230.01,5499,14,1
Близенько,-214.62,5499,14,1
АТБ,-605.55,5499,13,1
АТБ,-1347.43,5499,13,1
АТБ,-72.59,5499,13,1
АТБ,-77.09,5499,13,1
АТБ,-1860.82,5499,13,1
АТБ,-1240.56,5499,13,1
АТБ,-1096.93,5499,13,1
АТБ,-620.42,5499,13,1
Близенько,-257.99,5499,18,1
Близенько,-1408.13,5499,18,1
Близенько,-117.24,5499,18,1
Близенько,-412.4,5499,18,1
Близенько,-159.78,5499,18,1
Близенько,-1307.78,5499,18,1
Близенько,-1005.13,5499,18,1
Близенько,-1178.24,5499,18,1
АВРОРА,-75.4,5331,17,6
АВРОРА,-109.13,5331,17,6
АВРОРА,-490.9,5331,17,6
АВРОРА,-683.11,5331,17,6
АВРОРА,-1726.75,5331,17,6
АВРОРА,-1261.8,5331,17,6
АВРОРА,-703.69,5331,17,6
АВРОРА,-1253.88,5331,17,6
Термінал EasyPay,-643.93,4829,17,8
Термінал EasyPay,-1758.1,4829,17,8
Термінал EasyPay,-1677.22,4829,17,8
Термінал EasyPay,-1695.5,4829,17,8
Термінал EasyPay,-739.28,4829,17,8
Термінал EasyPay,-653.66,4829,17,8
Термінал EasyPay,-291.86,4829,17,8
Термінал EasyPay,-986.97,4829,17,8
GOLDI,-618.1,5651,16,7
GOLDI,-1777.28,5651,16,7
GOLDI,-700.3,5651,16,7
GOLDI,-1634.4,5651,16,7
GOLDI,-388.78,5651,16,7
GOLDI,-1958.95,5651,16,7
GOLDI,-1797.62,5651,16,7
GOLDI,-1171.72,5651,16,7
Арсен,-118.09,5499,17,1
Арсен,-922.43,5499,17,1
Арсен,-1559.09,5499,17,1
Арсен,-1468.13,5499,17,1
Арсен,-1453.66,5499,17,1
Арсен,-1408.22,5499,17,1
Арсен,-263.42,5499,17,1
Арсен,-1293.67,5499,17,1
Сільпо,-369.92,5411,14,1
Сільпо,-615.69,5411,14,1
Сільпо,-208.29,5411,14,1
Сільпо,-932.7,5411,14,1
Сільпо,-149.71,5411,14,1
Сільпо,-1086.44,5411,14,1
Сільпо,-1299.2,5411,14,1
Сільпо,-1470.46,5411,14,1
P24 *Oliinyk Olena,-1293.2,6012,6,9
P24 *Oliinyk Olena,-1465.87,6012,6,9
P24 *Oliinyk Olena,-262.12,6012,6,9
P24 *Oliinyk Olena,-440.48,6012,6,9
P24 *Oliinyk Olena,-873.16,6012,6,9
P24 *Oliinyk Olena,-1419.96,6012,6,9
P24 *Oliinyk Olena,-509.98,6012,6,9
P24 *Oliinyk Olena,-1656.25,6012,6,9
АТБ,-1796.19,5411,18,1
АТБ,-1939.24,5411,18,1
АТБ,-1573.74,5411,18,1
АТБ,-1366.64,5411,18,1
АТБ,-828.02,5411,18,1
АТБ,-246.78,5411,18,1
АТБ,-676.66,5411,18,1
АТБ,-714.68,5411,18,1
UNI,-1426.43,5631,18,7
UNI,-578.95,5631,18,7
UNI,-762.81,5631,18,7
UNI,-1278.94,5631,18,7
UNI,-1375.86,5631,18,7
UNI,-1438.15,5631,18,7
UNI,-1405.75,5631,18,7
UNI,-688.91,5631,18,7
Magazyn Monako,-1354.77,5943,17,5
Magazyn Monako,-1594.82,5943,17,5
Magazyn Monako,-1849.61,5943,17,5
Magazyn Monako,-1814.63,5943,17,5
Magazyn Monako,-348.27,5943,17,5
